텍스트,분류 1차,분류 2차,keyword,code,자동 생성 제목
"
진료 예약이 완료되었습니다.

▶ 성명 : #{성명}
▶ 진료 일시 : #{진료 일시}

예약일에 내원이 어려우신 경우 다른 환자 분들을 위해 전화 부탁드립니다.

[진료 시간 안내]
#{진료 시간}",예약,예약완료/예약내역,"진료,예약,내원,입원,병원,예약완료,예약",IBWINGO3940_1655976788376,진료 예약 안내
"
#{수신자명}님 안녕하세요. 오늘은 예약하신 진료일입니다.

▶ 진료 일시 : #{진료 일시}

예약 변경을 원하시면 아래 전화로 연락 부탁드립니다.
#{전화 번호}",예약,예약완료/예약내역,"진료,예약,내원,입원,병원,예약완료,예약,당일,금일,리마인드",IBWINGO3940_1655976825874,금일 진료 예약 안내
"
안녕하세요. #{수신자명} 고객님.
상담 신청해 주셔서 감사드리며, 상담 담당자를 안내드립니다.

▶ 배정 상담원 안내
- 이름 : #{상담원명}
- 전화번호 : #{전화번호}

고객님의 상담을 위하여 빠른 시일 내에 전화 드릴 예정입니다.
감사합니다.",예약,예약상태,"예약,배정,상담,상담원,전화상담,담당",IBWINGO3940_1655976867769,상담원 배정 안내
"
안녕하세요. #{수신자명} 고객님.
배정된 상담원이 변경되어 안내드립니다.
빠른 시일 내에 연락드리겠습니다.

▶ 배정 상담원 안내
- 이름 : #{상담원명}
- 전화번호 : #{전화번호}

감사합니다.",예약,예약상태,"예약,배정,상담,상담원,전화상담,담당,변경,수정",IBWINGO3940_1655977006745,상담원 변경 안내
"
안녕하세요. #{수신자명}님,
#{발신 스페이스}입니다.

#{수신자명}님의 예약이 변경되었습니다.
▶ 변경 예약 일시 : #{변경 예약 일시}

감사합니다.",예약,예약상태,"예약,예약변경,변경,수정,일정,일정안내,일정변경",IBWINGO3940_1655977065217,예약 변경 안내
"
#{수신자명}님, 안녕하세요.
내일 #{서비스명} 예약입니다.
늦지 않게 방문 부탁드려요.

#{예약취소시간} 이상 지각 시 예약 자동 취소되오니, 예약 시간을 지켜주시기 바랍니다.

감사합니다.",예약,예약알림/리마인드,"예약,리마인드,예약알림,예약안내,예약공지,방문,방문예약",IBWINGO3940_1655977100650,예약 안내
"
안녕하세요 #{수신자명}님,
체험학습 신청이 완료 되어 진행 일정 안내해 드립니다.

▶ 체험 일정 : #{체험 일정}
▶ 체험 장소 : #{체험 장소}
▶ 주의 사항 : #{주의 사항}

일정을 확인하시고 시간 착오 없이 참여해주세요.
감사합니다.",예약,예약완료/예약내역,"체험,체험학습,예약,예약완료,일정안내,일정",IBWINGO3940_1656293759208,체험 학습 신청 안내
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}에 예약해 주셔서 감사합니다.
예약하신 날짜와 예약금 안내 드립니다.

▶ 예약일 : #{예약일}
▶ 예약금 : #{예약금}

예약금을 입금하시면 예약이 확정됩니다.
결제 기한까지 예약금을 입금하지 않으시면 예약이 취소됩니다.

자세한 내용은 홈페이지에서 확인해주세요.",예약,예약완료/예약내역,"예약,예약금,예약일,예약안내,안내,미납,입금,예약금액",IBWINGO3940_1655797610883,예약금 안내
"
안녕하세요 #{수신자명}님,
예약하신 날짜의 예약금이 입금되지 않아 안내 드립니다.
입금 마감 시간까지 입금이 되지 않으면 예약이 취소됩니다.

▶ 예약금 : #{예약금}
▶ 입금 계좌번호 : #{입금 계좌번호}
▶ 입금 기한 : #{입금 기한}

감사합니다.",예약,예약상태,"예약,예약금,예약일,예약안내,안내,미납,입금,취소,미입금,예약금액",IBWINGO3940_1655797695849,예약금 미입금 알림
"
안녕하세요 #{수신자명}님 #{발신 스페이스}입니다.
입금 마감 시간까지 예약금이 입금되지 않아 예약이 취소되었습니다.
재예약을 원하실 경우 홈페이지에서 다시 예약 부탁드립니다.

감사합니다.",예약,예약취소,"예약,예약금,예약일,예약안내,안내,미납,입금,취소,미입금,예약취소,예약금액",IBWINGO3940_1655797774049,예약 취소 알림
"
안녕하세요 #{수신자명}님,
예약이 확정 처리되었습니다.

[예약정보]
- 예약자명 : #{예약자명}
- 예약일자 : #{예약일자}
- 주소 : #{주소}

[코로나19 출입 안내사항]
출입 시 발열검사 및 코로나 문진을 시행합니다. 
출입에 대기가 발생할 수 있으므로 예약 시간 10분 전까지 미리 방문해 주시길 부탁드립니다.

자세한 정보는 아래의 버튼을 누르시면 확인하실 수 있습니다.",예약,예약완료/예약내역,"예약,예약확정,확정,예약안내,안내",IBWINGO3940_1656053044514,예약 확정 안내
"
안녕하세요 #{수신자명}님,
고객님이 신청하신 #{예약명}이 #{예약상태} 상태입니다.

▶ 예약명 : #{예약명}
▶ 예약일정 : #{예약일정}

자세한 내용을 확인하시려면 아래 버튼을 눌러주세요.",예약,예약상태,"예약,예약상태,예약확인,예약안내,리마인드",IBWINGO3940_1656053121245,예약 상태 안내
"
안녕하세요 #{수신자명}님,
고객님의 #{예약명} 예약이 취소되었습니다.

▶ 예약명 : #{예약명}
▶ 예약 번호 : #{예약 번호}
▶ 취소 사유 : #{취소 사유}

감사합니다.",예약,예약취소,"예약,취소,예약취소,예약안내,취소알림",IBWINGO3940_1656053329898,예약 취소 안내
"요청하신 #{발신 스페이스}이
일정에 어려움이 있어 취소되었습니다.

▶신청 일정명: #{신청 일정명}
▶요청한 날짜와 시간: #{요청일시}

아래의 버튼을 클릭하시면 강사의 일정을 확인하실 수 있습니다.
감사합니다.",예약,예약취소,"레슨,예약,수업,취소,강의,학원,예약취소,예약거절,서비스거절,서비스취소",IBWINGO3940_1643015944536,거절 안내
"
#{수신자명}고객님, 예매가 취소되었습니다.
▶예매 상품명: #{예매 상품명}
▶예매번호 : #{예매번호}
▶취소일자: #{취소일자}

예약내역을 보시러면 아래 버튼을 클릭해주세요.
감사합니다.",예약,예약취소,"예매,취소,예매취소,예약취소,예약,티켓취소",IBWINGO3940_1642743517077,예매 취소 안내
"
안녕하세요, #{발신 스페이스}입니다.
내일 #{주소}에 #{매니저명} 매니저님이 방문 드려
서비스 예정입니다.

문의사항은 아래 버튼을 클릭해 주세요.",예약,예약알림/리마인드,"서비스,서비스안내,서비스일정,예정,방문서비스,예약일정,일정안내",IBWINGO3940_1642743562252,방문 예정 안내
"
안녕하세요 #{수신자명}님,
서비스 시작 #{분} 전 입니다.
서비스 내용을 확인해주세요.

<신청 내역>
▶사용 서비스: #{사용 서비스}
▶서비스 금액: #{서비스 금액}

문의사항은 아래 버튼을 클릭해 주세요.",예약,예약알림/리마인드,"리마인드,알림,서비스,서비스안내,시작,예약알림",IBWINGO3940_1642743608340,서비스 일정 안내
"
안녕하세요 #{수신자명}님,
예약 일정 안내드립니다. 

▶예약자: #{예약자}
▶예약일시: #{예약일시}
▶장소: #{장소}

감사합니다.",예약,예약알림/리마인드,"예약,예약알림,알림,예약정보,예약안내,방문,리마인드,예약완료",IBWINGO3940_1643014781343,예약 안내
"
#{수신자명} 고객님,
예약하신 서비스가 내일 진행될 예정입니다.
원활한 서비스 진행을 위해 서비스 일정과 주소를 다시 한번 확인해 주세요.

▶일정: #{일정}
▶주소: #{주소}

감사합니다.",예약,예약알림/리마인드,"예약,예약알림,알림,예약정보,예약안내,방문,일정안내,예약일정,리마인드",IBWINGO3940_1643014796040,서비스 알림
"
#{수신자명} 고객님
#{발신 스페이스}입니다.

#{예약서비스}이 미결제로 인해 예약이 완료되지 않았습니다.

자세한 예약 내역을 확인하시려면 아래 ""내역 확인하기"" 버튼을 눌러주세요.",예약,예약알림/리마인드,"예약,결제,예약안내,미납",IBWINGO3940_1643091195749,결제 요청 안내
"
상담 #{발신 스페이스}일 전입니다.
예약된 시간을 확인해주시기 바랍니다.

▶상담 일시: #{상담 일시}

아래의 ""상담 진행하기""버튼을 클릭해 주세요.",예약,예약알림/리마인드,"상담,예약,예약알림,예약안내",IBWINGO3940_1642743789497,상담 예약 안내
"
안녕하세요 #{수신자명}님,
오늘은 #{발신 스페이스} 예약 당일입니다.

<예약 정보>
▶예약자명: #{예약자명}
▶예약 일자: #{예약 일자}

잠시 후 뵙겠습니다.
감사합니다.",예약,예약알림/리마인드,"예약,예약,예약알림,예약안내,리마인드,예약안내",IBWINGO3940_1642743859834,예약 알림
"
안녕하세요, #{발신 스페이스}입니다.
#{서비스} 예약 취소되었습니다.

문의사항은 고객센터(☎#{고객센터번호}) 혹은 아래를 클릭해 주세요.",예약,예약취소,"예약,취소,예약취소,안내,알림,예약안내",IBWINGO3940_1643014761929,예약 취소 안내
"
안녕하세요, #{발신 스페이스}입니다.
고객님의 예약 진행건이 결제기한 만료로 취소되었습니다.

문의사항은 고객센터(☎#{고객센터번호}) 혹은 아래를 클릭해 주세요.",예약,예약취소,"결제,만료,기한,예약,취소,미납,예약취소,예약안내,결제취소",IBWINGO3940_1642990750661,결제 기한 만료 안내
"
안녕하세요 #{발신 스페이스}입니다.
죄송합니다. 요청 주신 일정에 배정 가능한 매니저가 없거나 기타 사유로 예약 진행이 어렵습니다.

해당 예약 건은 취소되었으며, 문의사항은 고객센터(☎#{고객센터번호}) 혹은 아래를 클릭해 주세요.",예약,예약취소,"예약,취소,예약취소,거절,예약안내,서비스취소,접수취소,접수",IBWINGO3940_1642990820197,예약 취소 안내
"
안녕하세요, #{수신자명}님,
아래 서비스가 취소되었습니다.

<예약 내역>
▶서비스명: #{서비스명}
▶서비스 날짜/시간 : #{서비스 날짜/시간}
▶서비스 금액: #{서비스 금액}

문의사항은 아래를 클릭해 주세요.",예약,예약취소,"서비스,취소,예약,예약취소,일정취소,서비스안내,일정안내,취소알림",IBWINGO3940_1642990862158,서비스 취소 안내
"
안녕하세요, #{수신자명}님,
일정 취소 안내드립니다.

▶일정: #{일정}
▶날짜/시간: #{날짜/시간}

일정에 착오 없으시길 바랍니다.

문의사항은 아래를 클릭해 주세요.",예약,예약취소,"서비스,취소,예약,예약취소,일정취소,일정,일정안내,예약안내",IBWINGO3940_1642990902557,일정 취소 안내
"
#{수신자명}님의 사전등록이 취소 되었습니다.

▶예약자 : #{예약자}
▶사전등록물품 : #{사전등록물품}

#{발신 스페이스}을 이용해주셔서 감사합니다.",예약,예약취소,"사전등록,취소,구매,입고,구매취소,예약취소,사전구매",IBWINGO3940_1642728014824,사전등록 취소
"
안녕하세요 #{수신자명}님,
요청하신 방문 예약이 #{취소 사유}로 인하여 거절되었습니다.

▶예약 장소 : #{예약 장소}
▶일시 #{취소일시}

다시 예약하시려면 아래를 클릭해 주세요.",예약,예약취소,"방문,예약,방문서비스,취소,예약취소,거절,서비스취소,서비스거절",IBWINGO3940_1642728538190,방문 예약 취소 안내
"
#{수신자명}님, 환영합니다.
#{발신 스페이스}일차 일정 안내드리겠습니다.

▶참석일 : #{참석일}
(코로나 결과 확인 후 캠프 출근)
▶장소 : #{장소}
▶준비물 : 신분증, 통장 사본(사진 가능)",예약,예약완료/예약내역,"일정,안내,참여,공지,일정안내",IBWINGO3940_1642988450322,일정 안내
"
[#{강사명}] 강사가 요청을 확인하였습니다.
요청하신 일정으로 레슨이 예약되었습니다.

▶예약 날짜와 시간: #{예약 날짜와 시간}
▶강사 이름: #{강사명} 님

그럼, 레슨 시간에 뵙겠습니다.
감사합니다.",예약,예약완료/예약내역,"수업,레슨,예약,학원,강의",IBWINGO3940_1643014613050,예약 완료 안내
"[예약 완료 안내}

시험장 사용신청 예약이 승인되었습니다.

▶예약번호 : #{예약번호}
▶시험자 : #{시험자}
▶시험 일자 : #{시험 일자}
▶예약 시험장 : #{예약 시험장}",예약,예약완료/예약내역,"예약,운전,시험,시험장,사용신청",IBWINGO3940_1643014630128,[예약 완료 안내}
"[#{발신 스페이스} 설명회 예약 완료]

2022년도
#{발신 스페이스} 설명회 예약이 되셨습니다.

▶일시: #{일시}
▶주소: #{주소}

문의는 아래를 눌러 주세요.
감사합니다.",예약,예약완료/예약내역,"입학,설명회,학교,예약,입시,입사,회사,행사,오티,오리엔테이션",IBWINGO3940_1642989079191,설명회 예약 완료
"
#{강의명}이 예약되었습니다.

▶예약 날짜와 시간: #{예약 날짜와 시간}
▶강사 이름: #{강사 이름} 님

감사합니다.",예약,예약완료/예약내역,"수업,레슨,예약,학원,강의,강사,선생님,안내",IBWINGO3940_1643014658408,예약 완료
"
회원님이 신청하신 #{발신 스페이스}의 접수가 확인되어 일정 및 참여 방법 안내드립니다.

▶#{발신 스페이스} 일정 : #{일정}
교육 당일 전, 신청하신 메일로 안내 드립니다.

참여방법에 대한 자세한 내용을 확인하시려면 아래의 버튼을 눌러주세요.",예약,예약완료/예약내역,"교육,접수,일정,신청,수업,강의,예약",IBWINGO3940_1642989190735,접수 완료 안내
"
#{수신자명} 고객님,
확정된 예약 정보를 확인해 주세요.

▶요청 서비스: #{요청 서비스}
▶서비스 일시: #{서비스 일시}
▶담당: #{담당}

서비스 취소를 원하신다면 아래의 예약확인을 통해 취소 신청 부탁드립니다.",예약,예약완료/예약내역,"예약,예약완료,예약확정,예약정보,예약안내,예매,서비스,방문,요청",IBWINGO3940_1643014699200,예약 확정
"
#{수신자명}고객님, #{상품명} 예매가 완료 되었습니다.

▶상품명: #{상품명}
▶예매일자: #{예매일자}
▶예매번호: #{예매번호}",예약,예약완료/예약내역,"예약,예매,예매완료,공연,행사,티켓,영화,상품,구매",IBWINGO3940_1642989858115,예매 완료 안내
"
#{발신 스페이스} 서비스 신청이 성공적으로 완료되었습니다.
신청하신 동네에 서비스가 오픈되면 카카오 알림 톡으로 안내해 드릴게요.",예약,예약완료/예약내역,"수리,고장,예약,신청,AS,서비스,사전등록,사전,신청완료",IBWINGO3940_1642989895930,서비스 신청 완료
"
#{수신자명} 고객님,
소중한 예약이 요청 완료되었습니다.

▶예약번호: #{예약번호}
▶요청 서비스: #{요청 서비스}
▶주소: #{주소}

빠른 시일 내 상담원이 예약 관련 안내드릴 예정입니다.

*주말/공휴일은 상담이 진행되지 않습니다.",예약,예약완료/예약내역,"예약,예약완료,상담,예약안내,예약알림,서비스,요청완료",IBWINGO3940_1643014719735,예약 요청 완료
"#{서비스} 신청이 완료되었습니다.

당첨자는 #{당첨자발표}부터 개별 연락드릴 예정입니다.
신청 내역 변경 또는 취소 원하시는 분들은 반드시 신청 기간 내 예약 취소 및 재 신청 바랍니다.

▶신청 기간 : #{신청 기간}
▶당첨자 발표 : #{당첨자 발표}부터 당첨자 개별 연락",예약,예약완료/예약내역,"예약,신청,예약안내,예약알림,예약완료,당첨",IBWINGO3940_1642989982858,예약 신청 완료
"
#{수신자명}님, 반갑습니다.
#{서비스} 체험 신청 예약이 정상적으로 완료되었습니다.
방문 전 다시 안내 드릴 예정이오니 이점 참고 바랍니다.

▶방문 일정 : #{방문 일정}
▶방문 장소 : #{방문 장소}

자세한 안내 사항은 아래 버튼을 클릭해 주세요.",예약,예약완료/예약내역,"신청,체험,예약,예약완료,예약안내,방문,방문체험",IBWINGO3940_1642990043169,체험 신청 완료
"[결제 미리 알림}

#{서비스} 무료 사용기간이 만료 예정입니다.

#{유료전환일}일 후부터는 유료로 전환되며, 매월 같은 날짜에 #{서비스사용료}원이 결제될 예정입니다.

문의사항이 있을 경우, #{발신 스페이스} 게시판 또는 카카오톡 채널로 접수 부탁드립니다.",예약,예약상태,"결제,정기,만료,정기결제,서비스,알림,결제알림,연장",IBWINGO3940_1642990226810,[결제 미리 알림}
"
#{수신자명}님 안녕하세요
현재 고객님의 아래 주문 건의 #{결제 차수}차 결제가 상환되지 않아 '연체 대기' 상태가 되었음을 안내드립니다.
'연체 대기' 상태는 주문 시 고객님이 직접 설정한 #{결제 차수}차 결제일(#{1차 결제일})에 정상 상환되지 않는 경우 다음날부터 5 영업일 간 유예기간을 제공하여 불이익 없이 고객님의 개인 사정, 은행 오류 등으로 인한 미상환을 해소하기 위한 기간입니다.

▶주문번호 : #{주문번호}
▶상품명 : #{상품명}
▶#{결제 차수}차 결제예정금액 : #{결제예정금액}원
▶주문 상태 : 연체 대기

단, '연체 대기' 종료일까지도 잔금이 상환되지 않아 '연체'가 확정된 경우 채권 상태 표기가 '연체 대기'에서 본격 '연체' 상태로 변경되며 불이익이 발생할 수 있습니다.",예약,예약상태,"연체,요금,결제,미납,주문,구매,납부,연체알림,납부알림",IBWINGO3940_1642990263817,연체 대기
"
#{수신자명}님, 예약 안내드립니다.
▶예약 일정: #{예약 일정}
▶오시는 길: #{오시는 길}
▶예약문의: #{예약문의}

감사합니다.",예약,예약상태,"예약,예약확인,예약정보,안내,알림,리마인드,예약안내",IBWINGO3940_1642990313127,예약 안내
"
#{수신자명}님, #{발신 스페이스}입니다.
상담 예약 확인 안내 문자드립니다.

▶예약 일정 : #{예약 일정}
▶오시는 길: #{오시는 길}
▶예약문의: #{예약문의}

감사합니다.",예약,예약상태,"예약,상담,예약확인,예약정보,예약안내,예약알림",IBWINGO3940_1642990348753,상담 예약 안내
"
#{수신자명}님 예약된 #{일자}에 방문하지 않으셨습니다.
문의 후 내원 부탁드립니다.

▶예약문의: #{예약문의}
▶오시는 길: #{오시는 길}

감사합니다.",예약,예약상태,"병원,내원,미내원,예약,알림,예약취소",IBWINGO3940_1642990384456,미내원 안내
"
#{수신자명}님의 행사 예약이 변경되었습니다.
▶변경 예약 일시: #{변경 예약 일시}
▶주소: #{주소}
▶지참물: #{지참물}

▶기타 상세한 내용은 아래 버튼을 눌러주세요.",예약,예약상태,"행사,방문,예약,변경,수정,예약변경,예약변경안내,예약안내",IBWINGO3940_1642990448904,예약 변경 안내
"
▶성명: #{성명}
▶이전 예약일: #{이전 예약일}
▶예약 변경일 시: #{예약 변경일 시}

예약 취소 또는 변경사항이 있으실 경우 아래의 번호로 연락 부탁드립니다.

▶예약취소 및 변경 문의: #{문의 전화}",예약,예약상태,"예약,변경,예약변경,예약안내,예약취소,취소",IBWINGO3940_1642990481782,예약 변경
"[서비스 신청완료]

#{수신자명}님 #{서비스} 신청이 완료되었습니다.
아래 정보를 확인해주세요.

<상품정보>
▶상품명: #{상품명}
▶이용기간: #{이용기간}

<유의사항>
#{유의사항}",예약,예약상태,"구매,신청,정기,신청완료",IBWINGO3940_1642990538500,서비스 신청완료
"[#{서비스} 신청취소]

#{수신자명}님 #{서비스} 신청이 취소 완료되었습니다.
아래 정보를 확인해주세요.

<상품정보>
▶상품명: #{상품명}
▶취소일자: #{취소일자}

<신청자 정보>
#{신청자 정보}",예약,예약취소,"구매,정기,취소,상품취소,서비스취소,신청취소,신청",IBWINGO3940_1642990588948,서비스 신청취소
"[#{서비스} 신청]

#{수신자명}님 #{서비스} 신청이 접수되었습니다.
아래 정보를 확인하시고 일치하지 않는 경우 문의해주세요.

<상품정보>
▶상품명: #{상품명}
▶신청일자: #{신청일자}

<신청자 정보>
#{신청자 정보}",예약,예약상태,"구매,신청,정기,상품안내,상품신청안내,서비스신청",IBWINGO3940_1643014737054,서비스 신청
"
안녕하세요 #{수신자명}님,
고객님의 예약 정보를 안내해드립니다.

▶ 예약자명: #{예약자명}
▶ 예약일시: #{예약일시}
▶ 관련문의: #{관련문의}
▶ 주소: #{주소}

변경사항이 있으신 경우 24시간 전까지 연락 부탁드리며, 
예약시간에 늦지 않게 방문 부탁드립니다.

감사합니다.",예약,예약완료/예약내역,"예약,예약안내,예약정보,안내,예약알림",IBWINGO202_1638775537367,예약 안내
"
안녕하세요 #{수신자명}님,
고객님의 지난 예약 정보를 안내해드리며, 재예약을 원하시면 아래의 버튼을 클릭해 주세요.

▶ 환자명: #{환자명} 
▶ 지난예약: #{지난예약}",예약,예약알림/리마인드,"예약,재예약,재예약안내,예약안내,리마인드",IBWINGO202_1638775580817,재예약 안내
"
안녕하세요 #{수신자명}님,
예약이 확정 처리되었습니다.

[예약정보]
- 예약자명 : #{예약자명}
- 예약일자 : #{예약일자}
- 주소 : #{주소}

[코로나19 출입 안내사항]
출입 시 발열검사 및 코로나 문진을 시행합니다. 
출입에 대기가 발생할 수 있으므로 예약 시간 10분 전까지 미리 방문해 주시길 부탁드립니다.

자세한 정보는 아래의 버튼을 누르시면 확인하실 수 있습니다.",예약,예약완료/예약내역,"예약,예약확정,확정,예약안내,안내",IBWINGO202_1638768203195,예약 확정 안내
"
안녕하세요 #{수신자명}님,
고객님이 신청하신 #{예약명}이 #{예약상태} 상태입니다.

자세한 내용을 확인하시려면 아래 버튼을 눌러주세요.",예약,예약상태,"예약,예약상태,예약확인,예약안내,리마인드",IBWINGO202_1638768272710,예약 상태 안내
"
안녕하세요 #{수신자명}님,
고객님의 #{서비스} 예약이 취소되었습니다.

▶ 예약 번호 : #{예약 번호}",예약,예약취소,"예약,취소,예약취소,예약안내,취소알림",IBWINGO202_1638768320558,예약 취소 안내
"
안녕하세요 #{수신자명}님,
#{예약일자} 은 고객님 예약일입니다.
예약시간 변경 시 미리 연락주시기 바랍니다.

감사합니다.",예약,예약알림/리마인드,"예약,알림,예약알림,예약일,예약확인",IBWINGO202_1638768367517,예약 알림
"
안녕하세요 #{수신자명}님,
고객님 예약일에 스케줄이 갑작스럽게 변동이 되어 연락드렸습니다.
확인하시면 연락 부탁 드립니다.

[예약 시간 안내]
#{예약 시간 정보}",예약,예약상태,"스케줄,변동,스케줄변동,예약변동,예약",IBWINGO202_1638768417438,스케줄 변동 알림
"안녕하세요 #{수신자명}님,
#{예약일} 은 고객님 예약일입니다.

※ 예약하신 일정을 확인하시고 예약신청일과 시간에 방문 부탁드립니다.
※ 해당 일자에 방문이 불가하신 경우, 다른 고객분들이 체험 신청 할 수 있도록 예약취소 부탁드립니다.",예약,예약알림/리마인드,"예약,노쇼,예약알림,노쇼방지,리마인드",IBWINGO202_1638768486901,예약 안내
"
안녕하세요 #{수신자명}님,
경조사 안내해 드립니다.

▶ 경조사 : #{경조사}
▶ 일시 : #{일시}
▶ 오시는 길 : #{오시는 길}
▶ 유의사항 : #{유의사항}

유의사항을 확인하시고, 참석 부탁드립니다.
감사합니다.",업무알림,주문/예약,"경조사,경조사알림,사내,장례식,결혼식",IBWINGO3940_1656220658196,경조사 안내
"
안녕하세요 #{수신자명}님,
사내 일정을 알려드리오니, 일정 및 내용을 확인하시고 해당 되는 임직원 분들은 참여해주시기 바랍니다.

▶ 일정명 : #{일정명}
▶ 일시 : #{일시}
▶ 상세 내용: #{상세 내용}

※ 이 메시지는 임직원들 대상으로 전송되는 메시지입니다.",업무알림,내부 업무 알림,"사내,사내일정,일정,일정알림,내부업무",IBWINGO3940_1656220720986,사내 일정 알림
"
안녕하세요 #{수신자명}님,
사내 일정을 알려드립니다.

▶ 날짜: #{날짜}
▶ 상세내용: #{상세내용}",업무알림,내부 업무 알림,"사내,사내일정,일정,일정알림,내부업무",IBWINGO3940_1656053384287,사내 일정 알림
"
주문이 #{주문건수}건 접수되었습니다.
주문 배송처리를 해주세요.",업무알림,주문/예약,"배송,업무,주문,예약,사내,사내알림,업무알림",IBWINGO3940_1642743931659,배송 요청
"
▶예약번호 : #{예약번호}
▶예약자 : #{예약자}
▶예약 일정 : #{예약 일정}

예약 상세 내역은 홈페이지에서 로그인 후 확인하실 수 있습니다.",업무알림,주문/예약,"예약취소,예약,취소,사내업무,업무,업무알림",IBWINGO3940_1643014814492,고객 예약 취소
"
서비스 예약이 접수되었습니다.
관리자 페이지에서 예약을 승인해 주세요.",업무알림,주문/예약,"관리자,사내업무,예약,예약신청,주문,예약접수,업무알림",IBWINGO3940_1642744623496,서비스 예약 접수 안내
"
서비스 예약이 확정되었습니다.
관리자 페이지에서 예약 내용을 확인해 주세요.",업무알림,주문/예약,"관리자,사내업무,예약,예약완료,주문,업무알림",IBWINGO3940_1642744650735,서비스 예약 확정 안내
"
서비스 예약이 취소되었습니다.
관리자 페이지에서 취소된 예약 내용을 확인해 주세요.",업무알림,주문/예약,"관리자,사내업무,예약,예약취소,주문,취소,업무알림",IBWINGO3940_1642744679655,서비스 예약 취소 안내
