텍스트,분류 1차,분류 2차,keyword,code,자동 생성 제목
"
▶ QR코드 : #{QR코드}
▶ 유효기간 : #{유효기간}

※ #{발신 스페이스}에 입장하시려면 QR코드를 스캐너에 인식해주세요.
※ 입장권은 유효기간 내에 사용하여 주시기 바랍니다.",서비스이용,이용도구,"입장,QR코드,비밀번호,인증,출입",IBWINGO202_1638843465779,입장 안내
"
안녕하세요 #{수신자명}님,
고객님께서 요청하신 방문서비스 일정 안내 드립니다.

▶ 방문예정 : #{방문예정}
▶ 접수내용 : #{접수내용}

상세 접수 내역을 확인하시려면 아래 버튼을 클릭해주세요.",서비스이용,방문서비스,"방문,일정안내,방문서비스,서비스안내,리마인드",IBWINGO202_1638843549639,방문일정안내
"
안녕하세요 #{수신자명}님,
항상 #{발신 스페이스}의 #{서비스}를 이용해주셔서 감사합니다.

이용에 불편함이 없도록 항상 최선을 다하겠습니다. 감사합니다.",서비스이용,구매감사/이용확인,"감사인사,감사,이용감사,구매감사,피드백",IBWINGO202_1638843590126,이용 감사 인사
"
안녕하세요 #{수신자명}님,
저희 제품을 믿고 구매해 주셔서 감사 드립니다.
항상 믿을 수 있는 제품으로 찾아뵐 수 있도록 노력하는 #{발신 스페이스}이 되겠습니다.

받아보신 제품에 이상이 있거나 문의 사항이 있을 경우 아래 버튼을 클릭하여 문의해 주세요.",서비스이용,구매감사/이용확인,"구매,구매감사,감사인사,감사,피드백",IBWINGO202_1638843978935,구매 감사 인사
"
안녕하세요 #{수신자명}님,
고객님께서 신청하신 #{서비스} 이용 확인 안내입니다.
아직 이용해보시지 않았다면 아래의 버튼을 클릭하여 이용해 보세요!",서비스이용,구매감사/이용확인,"피드백,이용확인,서비스",IBWINGO202_1638844051157,이용 확인 안내
"안녕하십니까?

#{발신 스페이스}의 #{수신자명}님께서 신청하신 #{서비스} 서비스 이용 확인 알림톡입니다.

지금까지 #{발신 스페이스}을 이용해 주셔서 감사드립니다.
앞으로 더 좋은 서비스로 찾아뵙겠습니다!",서비스이용,리마인드,"피드백,이용확인,서비스",IBWINGO202_1638938178096,안녕하십니까?
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}의 이용약관이 #{일자}부터 아래와 같이 변경됨을 알려드립니다.

▶ 개정 전
#{이전약관}

▶ 개정 후
#{변경약관}

※ 본 메시지는 이용약관에 동의한 회원에게 전송되는 메시지입니다.",법적고지,약관변경,"이용약관,약관,개인정보,약관변경,이용약관변경,약관변경동의",IBWINGO3940_1656221364576,약관변경 안내
"#{발신 스페이스}을 이용해 주시는 고객님께 진심으로 감사드립니다.
본 메시지는 [정보통신망법 제50조 8항]에 따라 광고성 정보 수신 동의 여부 확인을 위하여 발송하였습니다.

- 수신동의 일자 : #{수신동의일자}

수신동의를 철회하고자 하는 하는 경우 홈페이제 회원정보에서 미동의로 직접 변동하시거나, 당사 고객센터로 문의하여 주시기 바랍니다.

#{발신 스페이스}은 고객님의 소중한 개인정보를 안전하게 관리하기 위하여 최선을 다하겠습니다.
감사합니다.",법적고지,수신동의,"광고수신동의,수신동의,고지,수신동의안내,정기",IBWINGO3940_1656221448865,정보통신망법 제50조 8항
"
안녕하세요 #{수신자명}님, 회원님의 [#{휴면예정ID}] 계정이 곧 휴면계정으로 전환될 예정입니다.

개인정보 유효기간제 시행으로 #{유효기간} 이내에 #{발신 스페이스}에 로그인하지 않으시면 휴면계정으로 전환되어 더 이상 다양한 혜택을 받아 보실 수 없게 됩니다.

- 휴면 예정 ID : #{휴면예정ID}",법적고지,휴면관련,"휴면,휴면회원,휴면전환,개인정보,휴면전환안내",IBWINGO3940_1656221402816,휴면회원 전환 예정 안내
"
안녕하세요 #{수신자명}고객님.
#{발신 스페이스}입니다.

개인정보보호법 제39조의8항(개인정보 이용내역의 통지)에 따라 연 1회 회원님의 개인정보 이용내역을 안내해 드리고 있습니다.
아래 개인정보 이용내역 상세보기를 누르셔서 자세한 내용을 확인해 주시기 바랍니다.",법적고지,개인정보,"개인정보,동의,정보제공,개인정보안내,개인정보알림",IBWINGO3940_1656221485762,개인정보 수집이용 동의 완료 안내
"
안녕하세요. #{발신 스페이스} 입니다.

소중한 개인정보보호를 위해 회원님의 계정 중 장기간 미이용 상태의 계정을 삭제 처리할 예정입니다.
▶ 계정 삭제 예정일 : #{계정 삭제 예정일}

#{발신 스페이스}서비스의 지속적인 이용을 원하신다면 삭제일 이전에 #{발신 스페이스}에 로그인 부탁드립니다. 

문의사항은 홈페이지를 통해 접수해 주시면 친절히 안내해 드리겠습니다. 감사합니다.",법적고지,휴면관련,"법적고지,휴면,휴면회원,계정삭제,회원정보,고지,로그인,인증,회원안내,계정안내",IBWINGO3940_1656221523120,계정 삭제 예정 안내
"
안녕하세요 #{수신자명} 고객님,
#{발신 스페이스}입니다.

언제나 #{발신 스페이스}를 이용해 주셔서 감사합니다.

고객님께서는 마케팅 정보 수신에 동의하셨습니다.
#{발신 스페이스}는/은 회원님께서 동의하신 수신 채널을 통하여 유익한 소식 및 다양한 혜택을 안내해 드리고 있습니다.

마케팅 정보 수신을 원치 않으시면 #{발신 스페이스} 홈페이지에서 마케팅 수신 동의 여부를 변경하실 수 있습니다.

앞으로도 유익한 소식과 다양한 혜택으로 찾아뵙겠습니다.

감사합니다.",법적고지,수신동의,"마케팅수신동의,수신동의,마케팅,개인정보,법적고지",IBWINGO3940_1642748121631,마케팅 수신 동의 안내
"
안녕하세요. #{발신 스페이스}을/를 이용해 주셔서 감사합니다.
본 메시지는 개인정보보호법에 따라 광고성 정보 수신 여부를 확인하기 위해 발송되었습니다.

▶수신거부 일자 : #{수신거부 일자}
▶수신거부 항목 : 이벤트/혜택 정보(마케팅) 수신거부",법적고지,수신동의,"마케팅,수신동의,수신거부,개인정보,법적고지",IBWINGO3940_1642748624420,이벤트/혜택 정보 수신 거부 안내
"
안녕하세요, #{발신 스페이스}입니다.

개인정보보호법에 따라 제공하신 개인 정보 이용내역을 안내드립니다. (연 1회 안내)

1. 개인 정보의 수집, 이용 목적 및 수집한 개인 정보의 항목
▶개인 정보 수집 항목 : #{개인 정보 수집 항목}
▶개인 정보 이용 목적
#{이용 목적}

2. 개인 정보를 제공받는 자와 그 제공 목적 및 제공한 개인 정보의 항목
▶개인 정보 제공하는 곳 없음.

#{수신자명} 회원님의 개인 정보 이용내역과 현황은 홈페이지 > 개인 정보처리 방침에서 확인하실 수 있습니다.",법적고지,개인정보,"개인정보,법적고지,개인정보안내,이용내역,수신동의",IBWINGO3940_1643015154812,개인 정보 이용내역 안내
"
안녕하세요 #{발신 스페이스}입니다.

개인정보보호법 #{조항명}에 따라 제공하신 개인 정보 이용내역을 안내해 드리고 있습니다.

아래 개인 정보 이용내역 상세보기를 누르셔서 자세한 내용을 확인해 주시기 바랍니다.",법적고지,개인정보,"개인정보,법적고지,개인정보안내,이용내역,수신동의",IBWINGO3940_1643015250422,개인 정보 이용내역 안내
"
안녕하세요 #{수신자명} 고객님,
#{발신 스페이스} 입니다.
회원님의 마지막 로그인이
#{비로그인 기간}을 경과하여 휴면 회원으로 전환됩니다.

※ 로그인 후 본인확인을 거치면 활동 회원으로 전환됩니다.",법적고지,휴면관련,"법적고지,휴면회원,휴면,휴면전환,회원정보,계정,로그인,인증,휴면안내",IBWINGO3940_1642748737756,휴면 전환 알림
"
안녕하세요 #{수신자명} 고객님,
#{발신 스페이스} 입니다.

일정 기간 접속하지 않아 개인 정보 보호를 위해 고객님의 계정이 삭제될 예정입니다.
※ 현재 사용 중이신데 안내를 받으신 분들은 동일한 연락처로 여러 개의 아이디를 보유하신 경우로 최근 사용 중인 아이디는 삭제되지 않습니다.

▶최근 접속 일자 : #{최근 접속 일자}
▶계정 삭제 예정 : #{계정 삭제 예정}

삭제 시 해당 아이디를 사용하실 수 없게 되오니 원치 않으실 경우 삭제일 이전에 #{발신 스페이스} 홈페이지에 로그인 부탁드립니다.
감사합니다.",법적고지,휴면관련,"법적고지,휴면,휴면회원,계정삭제,회원정보,고지,로그인,인증,회원안내,계정안내",IBWINGO3940_1642748768441,계정 삭제 예정 안내
"
안녕하세요 #{수신자명}님,
#{발신 스페이스} 입니다.
고객님의 계정이 휴면 계정으로 전환되었습니다.
아래 홈페이지로 접속하여 계정 잠금 해제 요청 후 이용하기 시 바랍니다.

▶아이디 : #{아이디}

감사합니다.",법적고지,휴면관련,"법적고지,휴면회원,휴면,휴면전환,회원정보,인증,로그인,휴면안내",IBWINGO3940_1642750476379,휴면계정 전환 안내
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}의 이용약관이 #{변경일자}부터 아래와 같이 변경됨을 알려드립니다.


▶ 개정 전
3. 개인정보 보유기간 B.고객개인정보 : 회원 탈퇴 요청시까지 

▶ 개정 후
3. 개인정보 보유기간 B.고객개인정보 : 최종구매일로 부터 5년 동안 구매가 없는 경우 정보 삭제(매년 2월, 8월)

(삭제항목 : 성명, 전화번호, 핸드폰번호, 생년월일, 배우자생일, 결혼기념일, 포인트)

감사합니다.",법적고지,약관변경,"이용약관,약관,개인정보,약관변경,이용약관변경",IBWINGO202_1638771945996,약관변경 안내
"
안녕하세요 #{수신자명}님,
회원님의 개인정보 보호를 위해 1년 이상 로그인하지 않은 계정은 정보통신망 이용 촉진 및 정보보호 등에 관한 법률에 따라 휴면회원으로 전환될 예정입니다.

▶ 휴면회원 처리 예정인 계정:
#{휴면회원 처리 예정인 계정}

▶ 휴면 전환 예정일:
#{휴면 전환 예정일}

▶ 분리 및 저장되는 개인정보 항목:
 이메일, 휴대폰 번호 및 리멤버서비스 이용 중 수집된 개인정보

휴면 계정으로 전환을 원하지 않으실 경우, #{일자}까지 홈페이지 또는 앱에 접속 및 로그인하시면 계속 이용이 가능합니다.

감사합니다.",법적고지,휴면관련,"휴면,휴면회원,휴면전환,개인정보,휴면전환안내",IBWINGO202_1638770038886,휴면회원 전환 예정 안내
"
안녕하세요 #{수신자명}님,
이 메시지는 정보통신망법에 따라 2년 마다 발송되는 광고성 정보 수신동의를 확인하는 메시지 입니다.

▶ 이전 수신동의일자: #{이전 수신동의일자}

앞으로도 유익한 소식과 다양한 혜택으로 찾아 뵙겠습니다.

메시지 수신을 원치 않으시면 [마이페이지] > [개인정보 수정] > [마케팅 수신 동의] #{서비스} 에서 혜택 정보 받기 체크를 수신동의를 해제하시면 됩니다.

*수신동의 철회시 #{발신 스페이스}에서 제공하는 서비스 및 혜택 안내를 받아 보실 수 없습니다.",법적고지,수신동의,"광고수신동의,수신동의,고지,수신동의안내,정기",IBWINGO202_1638770087395,광고 수신 동의
"
안녕하세요 #{수신자명}님,
#{일자} 부로 #{발신 스페이스} 정보 수신 거부 처리되었습니다.
감사합니다.",법적고지,수신동의,"정보수신동의,수신동의,철회,수신동의거부,거부",IBWINGO202_1638770119490,개인정보 수신 철회 안내
"
안녕하세요 #{수신자명} 고객님,
개인정보제공동의 내역을 안내드립니다.

▶동의일자 : #{동의일자}
▶내역 : #{내역}",법적고지,개인정보,"개인정보,동의,정보제공,개인정보안내,개인정보알림",IBWINGO202_1638770162840,개인정보동의알림
"
안녕하세요. #{수신자명}님,
#{수신자명}님의 제품이 발송되었습니다.

▶택배사: #{택배사}
▶송장번호: #{송장번호}
▶제품명: #{제품명}

단순히 제품을 판매하는 것에서 그치는 것이 아니라, 제품을 모두 다 사용하실 때까지 만족하실 수 있도록 더욱 노력하겠습니다.
사용하시면서 궁금하신 점이나 불편하신 점 있으시면 문의해주세요.

오늘도 건강하고 행복한 하루 되세요.
감사합니다.",배송,배송상태,"베송,발송,구매,주문,배송예정,제품발송,발송안내,발송완료",IBWINGO3940_1656053513850,제품 발송 안내
"
주문하신 #{제품명} 제품이 #{발신 스페이스}에서 발송되어 배송중입니다.

해외 배송중에는 송장조회 시, 발송 전으로 노출되지만 세관 통과 후 국내 택배로 인계되면 배송조회가 가능합니다.

▶ 수령 예상일 : #{수령 예상일}

감사합니다.",배송,배송상태,"배송,해외,해외배송,구매,주문,출고,배송안내,출고완료,구매확인,배송확인",IBWINGO3940_1656223436212,배송 안내
"
안녕하세요. #{수신자명}님, 주문하신 택배 배송 정보 전달드립니다.

▶배송업체: #{배송업체}
▶주문번호: #{주문번호}
▶운송장번호: #{운송장번호}

아래 버튼을 클릭하시면 더 자세한 정보를 보실 수 있습니다.",배송,배송상태,"배송,배송안내,배송예정,구매,주문,배송정보,구매정보,주문정보,주문내역",IBWINGO3940_1656053861355,배송 정보 안내
"
안녕하세요. #{수신자명}님께서 구매하신 #{상품명}}(이)가 금일 배송출고 되었습니다.

▶배송업체: #{배송업체}
▶운송장번호: #{운송장번호}

구매해 주셔서 감사합니다.",배송,배송상태,"배송,출고,배송예정,구매,주문,출고완료,배송안내,발송완료,도착예정",IBWINGO3940_1656053916450,배송 출고 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품이 배송 지연 중입니다.

▶지연사유: #{지연사유}
▶예상 배송 시작일: #{예상 배송 시작일}
▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

빠른 배송을 위해 최선을 다하겠습니다.
감사합니다.",배송,배송상태,"배송,지연,배송지연,배송안내,구매,주문,배송예정,배송실패",IBWINGO3940_1656053987456,배송 지연 안내
"
안녕하세요 #{수신자명}님,
고객님께서 요청하신 상품의 수선이 완료 되어 발송 예정입니다.

▶ 택배사 : #{택배사}
▶ 송장번호 : #{송장번호}
▶ 상품명 : #{상품명}

배송은 2~3일 정도 소요됩니다.
감사합니다.",배송,배송예정,"수선,배송,배송조회,수선완료,택배",IBWINGO3940_1655974512178,수선 완료 배송 예정 안내
"
안녕하세요. #{수신자명}님.

주문하신 상품이 발송 되었습니다.

▶ 주문자명 : #{주문자명}
▶ 날짜 : #{날짜}
▶ 상품명 : #{상품명}
▶ 택배사 : #{택배사}
▶ 운송장번호 : #{운송장번호}

공휴일 제외 1~2일 내에 배송될 예정입니다.",배송,배송상태,"구매,구매완료,주문,주문완료,배송,배송조회,발송,상품발송,제품발송,제품",IBWINGO3940_1655975270167,상품 발송
"
고객님께서 예약하신 음식을 내일 요청하신 시간에 맞춰 배달해드릴 예정입니다.

자세한 정보는 아래 홈페이지에서 확인해주세요.

#{발신 스페이스} 이용을 감사드립니다.",배송,배송예정,"배달,배송,주문,예약,배달안내",IBWINGO3940_1655978098998,배달 안내
"
안녕하세요. #{수신자명}님의 상품이 #{배송 예정일}에 도착 예정입니다.

배송 예상 도착 시간은 교통상황에 따라 변경될 수 있습니다.

정확한 예상 도착 시간 서비스를 위해 출입 시 현관 비밀번호가 있을 경우 홈페이지 고객센터에 말씀해주세요.

<주문정보>
▶ 송장번호 : #{송장번호}
▶ 택배사 : #{택배사}
▶ 상품명 : #{상품명}

감사합니다.",배송,배송예정,"배송,조회,도착,배송도착,제품도착,예상도착시간",IBWINGO3940_1656054279846,배송 예상 도착 시간 서비스
"
안녕하세요 #{수신자명} 고객님.
#{발신 스페이스} 회원으로 가입해 주셔서 감사합니다.

회원님의 가입선물이 회원정보에 등록된 주소로 배송될 예정입니다.

▶ 배송예정일 : #{배송예정일}

※ 가입선물이 이미 발송되어 주소 변경은 불가한 점 참고 부탁드립니다.

감사합니다.",배송,배송예정,"배송,회원가입,가입선물,회원혜택,가입혜택,제품,배달",IBWINGO3940_1655978177605,회원가입 선물 안내
"안녕하세요 #{수신자명} 고객님.
주문하신 제품이 배송 완료되었습니다.

▶ 주문번호 : #{주문번호}
▶ 배송업체 : #{배송업체}
▶ 송장번호 : #{송장번호}

구매하신 제품은 잘 받아보셨나요?
오늘도 저희 제품을 구매해주셔서 감사합니다.",배송,배송완료,"배송,배송완료,주문,구매,주문번호,배송업체,송장번호,제품,도착,배달완료",IBWINGO3940_1655978227613,배송 완료
"
안녕하세요 #{수신자명}고객님,
#{발신 스페이스}입니다.

주문하신 상품 배송이 완료되었습니다.

▶ 상품명 : #{상품명}
▶ 주문번호 : #{주문번호}

배송 받으신 상품이 마음에 드셨다면 지금 바로 구매 확정해주세요.
구매 확정을 해주시면 추가 혜택이 지급됩니다.
자세한 내용은 홈페이지에서 확인해주세요.",배송,배송완료,"배송,주문,구매,확정,구매확정,배송완료,혜택",IBWINGO3940_1655978266581,구매 확정 요청
"
안녕하세요. #{수신자명}고객님.
#{상품명} 샘플 상품은 잘 받아보셨나요?

보내드린 상품을 수령하신 후 충분히 사용해보시고 마음에 드신다면 홈페이지에서 직접 확인해보세요.

항상 #{발신 스페이스} 이용에 감사드립니다.",배송,배송완료,"배송,샘플,시안,샘플배송,배송완료,배달,주문",IBWINGO3940_1655978310388,샘플 배송 완료
"
안녕하세요. #{수신자명}고객님.
주문하신 상품이 출고 완료되었습니다.

▶ 택배사 : #{택배사}
▶ 운송장번호 : #{운송장번호}

빠르고 안전한 배송을 위해 최선을 다하겠습니다.
감사합니다.",배송,배송상태,"배송,출고,출고완료,배송예정,주문,구매,배달",IBWINGO3940_1655978342533,출고 완료 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품을 부분 발송하였습니다.

나머지 제품도 최대한 빠른 시일 내에 받아보실 수 있도록 노력하겠습니다!
조금만 기다려주세요.

▶ 택배사 : #{택배사}
▶ 송장번호 : #{송장번호}
▶ 상품명 : #{상품명}

공휴일 제외 1~3일 내에 배송될 예정입니다.

감사합니다.",배송,배송상태,"배송,출고,부분,부분배송,부분발송,발송완료,발송,주문,구매",IBWINGO3940_1656293628944,상품 부분 발송
"
안녕하세요 #{수신자명}님,
고객님께서 주문하신 상품이 발송될 예정입니다.

고객님께서 만족하실 수 있도록 정성을 담아 상품을 전달해 드리겠습니다.

▶ 상품명 : #{상품명}
▶ 결제금액 : #{결제금액}원
▶ 택배사명 : #{택배사명}
▶ 송장번호 : #{송장번호}

※ 교통상황에 따라 도착시간이 변경될 수 있습니다. 고객님의 양해를 부탁드립니다.

※ 자세한 주문내역은 아래 버튼을 통해 앱에서 확인하실 수 있습니다.",배송,배송예정,"배송,배송예정,배송상태,주문,발송",IBWINGO3940_1656045240736,배송 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품이 #{지연 사유}(으)로 인하여 배송이 지연되고 있어 안내 드립니다.
배송이 늦어지게 되어 사과 드립니다.
주문하신 제품은 #{출고예정일} 출고 예정입니다.

배송이 지연 되어 다시 한 번 사과 드리며 배송 관련 문의는 고객센터로 연락 주시면 친절히 상담해드리겠습니다.

▶ 고객센터 : #{고객센터}

감사합니다.",배송,배송상태,"배송실패,배송지연,배송,연기,지체",IBWINGO3940_1656045264908,배송 지연 안내
"
안녕하세요 #{수신자명}님,
요청하신 상품이 배송 완료되었습니다.

▶주문번호: #{주문번호}
▶주문상품: #{주문상품}

주문내역을 확인하시려면 아래의 버튼을 클릭해 주세요.

※문의사항이 있으신 경우 홈페이지에 문의해 주세요.",배송,배송완료,"배송,배송완료,배송정보,구매,주문,구매완료,수령,배송확인",IBWINGO3940_1656052724169,배송 완료
"
안녕하세요 #{수신자명}님,
주문하신 상품의 배송이 시작되었습니다.

▶ 주문상품명 : #{주문상품명}
▶ 송장번호 : #{송장번호}
▶ 택배사명 : #{택배사명}

상세한 정보는 아래 배송조회 통해 확인해 주세요.",배송,배송상태,"배송출발,배송,배송상태,발송,배송시작",IBWINGO3940_1656052794783,배송 출발 안내
"
안녕하세요. #{수신자명}님,
주문하신 상품이 배송 완료되었습니다.

▶주문번호: #{주문번호}
▶송장번호: #{송장번호}
▶택배사 : #{택배사}

이용해주셔서 감사합니다. 구매하신 상품이 마음에 드셨다면, 소중한 리뷰를 남겨주세요.",배송,배송완료,"리뷰,후기,배송,배송완료,배송정보,주문,구매,구매완료,주문완료,상품리뷰",IBWINGO3940_1650346800880,배송 완료 안내
"
안녕하세요 #{수신자명}님,
#{상품명}이 배송될 예정입니다.
배송지 변경을 원하시는 경우 또는 주소가 정상적으로 입력되지 않은 경우
아래 주소에서 변경 부탁드리겠습니다.",배송,배송예정,"리마인드,배송예정,주소,주소확인,배송안내",IBWINGO3940_1650346772803,배송 주소지 확인 알림
"
안녕하세요 #{수신자명}님,
구매하신 #{상품명} 상품은 묶음배송이 불가하여, 부득이하게 개별배송됩니다.

궁금하신 점은 아래 전화로 문의 주세요.
▶ 고객센터 : #{고객센터}

조금만 기다려주세요!
감사합니다!",배송,배송예정,"개별배송,배송,배송예정,배송실패,발송",IBWINGO3940_1650346717889,개별 배송 안내
"안녕하세요 #{수신자명}님,
#{상품명}이 배송될 예정입니다.

▶ 송장번호 : #{송장번호}
▶ 택배사 : #{택배사}

도로교통상황에 따라 배송코스가 변경될 수 있어
정확한 도착시간을 안내 드리지 못하는 점 양해 부탁드립니다.",배송,배송예정,"리마인드,배송예정,배송,배송안내,전일",IBWINGO3940_1650346632449,배송 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품이 #{지연사유}(으)로 인하여 배송이 지연되고 있어 안내 드립니다.
배송이 늦어지게 되어 사과 드립니다.
주문하신 제품은 #{출고일} 출고 예정입니다.

배송이 지연 되어 다시 한 번 사과 드리며 배송 관련 문의는 고객센터로 연락 주시면 친절히 상담해드리겠습니다.

▶ 고객센터 : #{고객센터}

감사합니다.",배송,배송상태,"배송실패,배송지연,배송,연기,지체",IBWINGO3940_1650346603134,배송 지연 안내
"
안녕하세요 #{수신자명}님,
주문하신 상품의 배송이 시작되었습니다.

▶ 주문상품명 : #{주문상품명}
▶ 송장번호 : #{송장번호}
▶ 택배사명 : #{택배사명}

상세한 정보는 아래 배송조회 통해 확인해 주세요.",배송,배송상태,"배송출발,배송,배송상태,발송,배송시작",IBWINGO3940_1650346549783,배송 출발 안내
"
안녕하세요 #{수신자명}님,
고객님께서 주문하신 상품이 발송될 예정입니다.

고객님께서 만족하실 수 있도록 정성을 담아 상품을 전달해 드리겠습니다.

▶ 상품명 : #{상품명}
▶ 결제금액 : #{결제금액}원
▶ 택배사명 : #{택배사명}
▶ 송장번호 : #{송장번호}

※ 교통상황에 따라 도착시간이 변경될 수 있습니다. 고객님의 양해를 부탁드립니다.

※ 자세한 주문내역은 아래 버튼을 통해 앱에서 확인하실 수 있습니다.",배송,배송예정,"배송,배송예정,배송상태,주문,발송",IBWINGO3940_1650346388311,배송 안내
"
안녕하세요 #{수신자명}님,
요청하신 상품이 배송 완료되었습니다.

▶주문번호: #{주문번호}
▶주문상품: #{주문상품}

주문내역을 확인하시려면 아래의 버튼을 클릭해 주세요.

※문의사항이 있으신 경우 홈페이지에 문의해 주세요.",배송,배송완료,"배송,배송완료,배송정보,구매,주문,구매완료,수령,배송확인",IBWINGO3940_1643015322572,배송 완료
"
안녕하세요 #{수신자명} 고객님,
고객님께서 주문하신 상품을 아래 사진 속 위치에 배송 완료하였습니다.

사진 속 위치를 알기 어려우시거나 문의사항이 있으신 경우 고객센터 및 홈페이지 문의를 남겨주시면 빠르게 응대해 드리겠습니다.

오늘도 #{발신 스페이스}과 함께 즐거운 하루 보내세요!
감사합니다.

고객센터 : #{고객센터}",배송,배송완료,"배송,배송완료,배송정보,구매,주문,사진,배송확인,배송지확인,배송지",IBWINGO3940_1642987565368,배송 완료
"
안녕하세요 #{수신자명} 고객님,
고객님께서 주문하신 상품을 댁 앞에 안전하게 배송 완료하였습니다.

혹시 상품을 수령하지 못하셨거나 상품에 이상이 있을 경우 고객센터 또는 홈페이지 문의를 남겨주시면 빠르게 응대해 드리겠습니다.

오늘도 #{발신 스페이스}과 함께 즐거운 하루 보내세요!
감사합니다.

고객센터 : #{고객센터}",배송,배송완료,"배송,배송완료,배송정보,구매,주문,사진,배송확인,배송지확인,배송지",IBWINGO3940_1642987598630,배송 완료
"
안녕하세요 #{수신자명} 고객님,
주문하신 상품이 매장에 도착하였습니다.

▶상품: #{상품}
▶방문 시간: #{방문 시간}

상품 수령해주시기 바랍니다.
감사합니다.",배송,배송완료,"입고,재입고,배송,주문,사전구매,구매,주문,배송완료,도착",IBWINGO3940_1642987636918,주문 상품 도착 안내
"
안녕하세요 #{수신자명} 고객님,
고객님이 주문하신 상품이 출고 되었으나, 택배 파업으로 인해 고객님 배송지로 도착하지 못하고 저희 측으로 반송되었습니다. 현재 파업으로 인해 재출고 또한 하지 못하는 상황입니다.

주문건을 취소하실지 혹은 파업 종료시까지 대기하실지 확인하여 전화 주시면 감사하겠습니다.

불편을 드려 죄송합니다.

▶고객센터: #{고객센터}",배송,배송실패,"배송실패,실패,배송,배송정보,배송안내",IBWINGO3940_1642987732262,배송 실패 안내
