텍스트,분류 1차,분류 2차,keyword,code,자동 생성 제목
"
안녕하세요 #{수신자명}님,
이번 주 발송 예정이던 #{상품명}의 품질이 너무 좋지 못하여 다음 주로 배송을 연기하고자 합니다.

조금만 기다려주시면 좋은 품질의 물건으로 보답해드리겠습니다.

▶배송 예정 시작일 : #{배송 예정 시작일}

배송이 연기된 점 양해 부탁 드리며, 항상 이용해 주셔서 감사합니다.",배송,배송상태,"배송,연기,배송연기,배송예정,상품안내,배송안내,지체",IBWINGO3940_1642987086529,배송 연기 안내
"
안녕하세요. #{수신자명}님.
주문하신 상품의 송장번호가 변경되었습니다.

▶택배사: #{택배사}
▶주문번호: #{주문번호}
▶송장번호: #{송장번호}

확인 부탁드립니다.
감사합니다.",배송,배송상태,"배송,송장번호,배송안내,주문,구매,변경,운송장번호",IBWINGO3940_1643003565334,송장번호 변경 안내
"
안녕하세요. #{수신자명}님.
주문하신 상품의 송장번호가 삭제되었습니다.

▶택배사: #{택배사}
▶주문번호: #{주문번호}
▶송장번호: #{송장번호}

판매자의 오기입으로 송장번호가 삭제될 수 있습니다.
자세한 문의는 아래 버튼을 클릭해 주세요.
감사합니다.",배송,배송상태,"배송,송장번호,배송안내,주문,구매,삭제,배송실패,정보변경,운송장번호",IBWINGO3940_1643003636383,송장번호 삭제 안내
"
안녕하세요. #{수신자명}님,
#{수신자명}님의 제품이 발송되었습니다.

▶택배사: #{택배사}
▶송장번호: #{송장번호}
▶제품명: #{제품명}

단순히 제품을 판매하는 것에서 그치는 것이 아니라, 제품을 모두 다 사용하실 때까지 만족하실 수 있도록 더욱 노력하겠습니다.
사용하시면서 궁금하신 점이나 불편하신 점 있으시면 언제든 연락주세요.

오늘도 건강하고 행복한 하루 되세요.",배송,배송상태,"배송,발송,구매,주문,배송예정,제품발송,발송안내,발송완료",IBWINGO3940_1643003838171,제품 발송 안내
"
안녕하세요. #{수신자명}님께서 구매하신 #{상품명}(이)가 금일 배송출고 되었습니다.

▶배송업체: #{배송업체}
▶운송장번호: #{운송장번호}

구매해 주셔서 감사합니다.",배송,배송상태,"배송,출고,배송예정,구매,주문,출고완료,배송안내,발송완료,도착예정",IBWINGO3940_1642987251535,배송 출고 안내
"
안녕하세요. #{수신자명}님, 요청하신 택배 배송 정보 전달드립니다.

▶배송업체: #{배송업체}
▶주문번호: #{주문번호}
▶운송장번호: #{운송장번호}

아래 버튼을 클릭하시면 더 자세한 정보를 보실 수 있습니다.",배송,배송상태,"배송,배송안내,배송예정,구매,주문,배송정보,구매정보,주문정보,주문내역",IBWINGO3940_1643003895884,배송 정보 안내
"
안녕하세요 #{수신자명}님,
주문하신 제품이 배송 지연 중입니다.

▶지연사유: #{지연사유}
▶예상 배송 시작일: #{예상 배송 시작일}
▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

빠른 배송을 위해 최선을 다하겠습니다.
감사합니다.",배송,배송상태,"배송,지연,배송지연,배송안내,구매,주문,배송예정,배송실패",IBWINGO3940_1643003912883,배송 지연 안내
"
안녕하세요. #{발신 스페이스} 입니다.
#{수신자명}님께서 주문하신 제품이 폭설로 인하여 배송 지연 중입니다.
차량 운행이 가능한대로 제품 발송 예정이니 조금만 기다려 주시기 바랍니다.

감사합니다.",배송,배송상태,"배송,지연,배송지연,배송안내,구매,주문",IBWINGO3940_1642987378391,배송 지연 안내
"
주문하신 제품이 #{발송처} 현지에서 출고되었습니다.
항공 운송 후 공항에서 통관이 진행됩니다.

통관후 우체국 운송장번호 (#{운송장번호})로 조회되며, 통관까지는 3-5일 소요됩니다.
통관 전에는 운송장번호가 조회되지 않습니다.
▶배송업체: #{배송업체}
감사합니다.",배송,배송상태,"배송,해외,해외배송,구매,주문,출고,배송안내,출고완료,구매확인,배송확인",IBWINGO3940_1643003931944,배송 안내
"
안녕하세요 #{수신자명}님,
현재 교통상황으로 인해 당일배송으로 수령하시는 상품의 배송시간이 지연될 수 있어 안내드립니다.

#{배송 예전시각} 이전까지는 배송이 완료될 것으로 예상되며, 최대한 빠르게 배송해드릴 수 있도록 최선을 다하겠습니다.

▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

감사합니다.",배송,배송예정,"배송,지연,배송지연,배송안내,구매,주문,배송예정",IBWINGO3940_1643003957754,당일 배송 지연 안내
"
안녕하세요. #{수신자명} 고객님.

주문하신 상품이 아래 시간에 도착할 예정입니다.

▶도착예정시간: #{도착예정시간}
▶배송업체: #{배송업체}
▶송장번호: #{송장번호}

#{서비스}을 이용해 주셔서 감사합니다.",배송,배송예정,"배송예정,배송도착,배송,배송도착예정알림,구매,주문,구매정보",IBWINGO3940_1643003972128,배송 도착 예정 시간 안내
"
안녕하세요 #{수신자명}님,
#{수신자명}님이 주문하신 상품이 배송완료 되었습니다.

상품은 잘 받아보셨나요?^^

#{발신 스페이스}에서는 #{수신자명}님의
소중한 리뷰를 기다리고 있습니다.",배송,배송완료,"배송완료,배송,배송상태,발송,주문",IBWINGO202_1638844218470,배송 완료 안내
"
안녕하세요 #{수신자명}님,
아래와 같은 이유로 배송에 실패하였습니다.

▶ 상품명 : #{상품명}
▶ 실패이유 : #{실패이유}

불편을 드린 점 양해 부탁드리며, 재주문 하시려면 아래 버튼을 클릭해주세요.",배송,배송실패,"배송실패,배송지연,연기,지체,재주문",IBWINGO202_1638850365036,배송 실패 안내
"[#{문의} 결과 확인 안내]

안녕하세요 #{수신자명}님, 
#{문의} 결과가 홈페이지에 발표되었습니다.
하단 ""결과보기"" 클릭하시어 확인 부탁드립니다.

▶ 문의사항 : #{문의사항}",리포팅,계약/견적,"결과,결과도착,결과확인,결과안내",IBWINGO3940_1656291393694,결과 확인 안내
"
#{수신자명}님 안녕하세요.

변경 계약체결이 완료되었습니다.

▶ 계약 번호 : #{계약 번호}
▶ 계약 금액 : #{계약 금액}
▶ 계약자 : #{계약자}

<계약서 조회 방법>
#{조회 방법}

감사합니다.",리포팅,계약/견적,"계약,계약완료,계약알림,계약안내",IBWINGO3940_1656222050933,계약 완료 안내
"
#{수신자명}님 안녕하세요.

작성하신 제안서가 성공적으로 기업측에 전송되었습니다.

▶ 문의서 제목 : #{문의서 제목}
▶ 제안서 제목 : #{제안서 제목}

기업측 담당자가 제안서를 열람 및 채택하기까지 기다려주세요.",리포팅,계약/견적,"제안서,제안서도착,제안서알림,제안서안내",IBWINGO3940_1656222087704,제안서 도착 알림
"
안녕하세요 #{수신자명}님,
신청하신 응모권이 발급되었습니다.
유효기간 이내에 응모해보세요!

▶ 응모권 : #{응모권}
▶ 유효 기간 : #{유효 기간}
▶ 사용 방법 : #{사용 방법}

응모 결과 및 기타 문의 사항은 홈페이지에서 확인해주세요.

※ 이 메시지는 신청하신 응모권 지급 안내 메시지입니다.",리포팅,피드백,"응모권,지급,응모권지급,응모,쿠폰,이벤트",IBWINGO3940_1656222121831,응모권 발급 안내
"
안녕하세요 #{수신자명}님!
#{이벤트명} 이벤트 당첨을 진심으로 축하드립니다.

▶ 당첨 경품 : #{당첨 경품}
▶ 당첨 확인 : #{당첨 확인}

경품은 이벤트 신청 시, 개인정보로 작성해주신 정보를 토대로 배송됩니다.

감사합니다.",리포팅,피드백,"이벤트,당첨,응모,선물,경품,응모당첨,선물당첨,경품당첨,선물지급,이벤트선물지급,이벤트안내",IBWINGO3940_1656222154000,이벤트 당첨 안내
"
#{수신자명}님의 이번 달 정산이 완료되었습니다.

▶ 정산액 : #{정산액}
▶ 입금은행 : #{입금은행}
▶ 입금계좌 : #{입금계좌}

앞으로도 많은 이용 부탁드려요.
감사합니다.",리포팅,요금청구,"납부,정산,지급,요금,정산안내,요금안내",IBWINGO3940_1656222203928,정산 완료 안내
"
안녕하세요, #{발신 스페이스}입니다.

이번 달 책자가 발행되어, 신청하신 정기 발행 책자 안내해 드립니다.

아래 버튼을 클릭하여 책자를 확인해 주세요!

※ 해당 메시지는 고객님의 신청에 의해 발송됩니다.",리포팅,뉴스레터,"알림,정기서비스,뉴스레터,책자,발간,발행,도서,출판",IBWINGO3940_1656222260126,책자 발행 알림
"
안녕하세요. #{수신자명}고객님.
이번 달의 베스트 리뷰로 선정되어, 혜택 안내드립니다.

▶ 베스트 리뷰 상품 : #{베스트 리뷰 상품}
▶ 주소 : #{주소}

앞으로도 #{발신 스페이스} 많은 관심 부탁드립니다.
감사합니다.

※ 최근 주문하신 주소지로 보내드리오니, 변경이 필요할 시 문의 부탁드립니다.",리포팅,피드백,"리뷰,후기,베스트,당첨,혜택,상품,선물",IBWINGO3940_1655977885758,베스트 리뷰 선정 안내
"
안녕하세요. #{수신자명}님.
결제계좌 안내드립니다.

▶ 은행명 : #{은행명}
▶ 계좌번호 : #{계좌번호}
▶ 결제금액 : #{결제금액}

자세한 내용은 홈페이지에서 확인해주세요.
감사합니다.",리포팅,요금청구,"입금,미납,요청,입금요청,대금,요금",IBWINGO3940_1655977925828,입금 요청 안내
"
안녕하세요 #{수신자명}님, 
요청하신 견적 접수되었습니다.
빠른 시일 내에 상담하도록 하겠습니다
감사합니다.

<문의사항>
▶ 고객센터 : #{고객센터}
▶ 이메일 : #{이메일}",리포팅,계약/견적,"견적,접수,견적서,접수알림,처리,견적접수",IBWINGO3940_1655977972095,견적 접수 안내
"
안녕하세요 #{수신자명}님,
문의주신 상품 견적가 안내드립니다.

▶ 상품명 : #{상품명}
▶ 견적가 : #{견적가}

견적가로 주문 진행을 원하시면 [주문하기] 버튼을 눌러주세요.

※ 상품에 따라 요금이 추가될 수 있습니다.",리포팅,계약/견적,"견적서,견적,주문,구매,견적완료,도착",IBWINGO3940_1655978009812,견적서 도착 알림
"
안녕하세요 #{수신자명}님, 
요청하신 견적서 메일(#{메일주소})로 보내드렸습니다.
확인부탁드립니다.

※ 다시 상담을 원하시거나, 추가 문의 사항이 있으시면 고객센터로 연락 부탁드립니다.

▶ 고객센터 : #{고객센터}",리포팅,계약/견적,"견적서,견적서도착,견적서알림,서류,서류알림",IBWINGO3940_1656053181228,견적서 도착 알림
"
안녕하세요 #{수신자명}님,
고객님이 주문하신 상품의 입금 요청드립니다

▶ 주문번호 : #{주문번호}
▶ 상품명 : #{상품명}
▶ 결제금액 : #{결제금액}원

이용해주셔서 감사합니다.",리포팅,요금청구,"입금,입금요청,주문,주문안내,주문내역",IBWINGO3940_1656053210747,입금 요청 안내
"
안녕하세요 #{수신자명}님,
#{월} 월 고객님의 #{강의명} 수강료가 미납으로 확인되었습니다.

▶ 입금자명 : #{입금자명}
▶ 결제금액 : #{결제금액}

미납 금액 #{결제금액} 원
신속한 수납 부탁드립니다.

감사합니다.",리포팅,요금청구,"수강료,미납,수업,수강,강의,학원,교육,학원비",IBWINGO3940_1655973746821,수강료 미납 안내
"
안녕하세요. #{발신 스페이스} 입니다.
#{이벤트명} 이벤트 당첨자 발표 안내드립니다.
이번 이벤트에 참여해 주신 것을 진심으로 감사드립니다.

상품 배송은 순차적으로 도와드릴 예정이며, 상품에 대한 솔직한 평가를 남겨주시면 감사드리겠습니다.

감사합니다.

※ 이 메시지는 고객님의 이벤트 신청 결과 안내 메시지입니다.",리포팅,피드백,"리뷰,후기,이벤트,당첨,선물,경품,이벤트안내,경품,경품당첨",IBWINGO3940_1650507545768,리뷰 이벤트 당첨 안내
"
안녕하세요 #{수신자명}님,
고객님께 #{응모권명}응모권이 신규 발급되었습니다.

▶ 신규 발급 응모권 : #{응모권명}
▶ 유효기간 : #{유효기간}

경품별 응모현황과 기타 사항은 이벤트 페이지에서 확인해주시기 바랍니다.

※ 이 메시지는 신청하신 응모권 지급 안내 메시지입니다.",리포팅,피드백,"응모권,지급,응모권지급,응모,쿠폰,이벤트",IBWINGO3940_1650507287829,응모권 발급 안내
"
안녕하세요 #{수신자명}님,
회원님의 #{상품명} 이용 종료일이 임박하여 연장안내 드립니다.

[상품정보]
▶ 이용기간 : #{이용기간}

※ 이 메시지는 고객님의 동의에 의해 발송되는 상품 안내 메시지입니다.",리포팅,피드백,"연장,연장안내,기간,기간연장,이용기간",IBWINGO3940_1650507255660,연장 안내
"
#{수신자명}님, 축하드립니다!
응모하신 #{이벤트명} 이벤트에 당첨되셨습니다.

▶경품: #{경품}

경품 수령을 위해 아래 버튼을 클릭하여 개인 정보를 정확히 기재 부탁드립니다.

※입력된 정보에 오류가 있거나, 기한 내 정보 제출되지 않을 경우 당첨이 자동 취소될 수 있습니다.",리포팅,피드백,"이벤트,당첨,응모,선물,경품,응모당첨,선물당첨,경품당첨,선물지급,이벤트선물지급,이벤트안내",IBWINGO3940_1642753607523,이벤트 당첨 안내
"
안녕하세요, #{수신자명}님,
#{발신 스페이스} 입니다.

#{서비스} 요금이 청구되었습니다.
▶청구요금 : #{청구요금}

자세한 청구 내역은 아래 버튼을 클릭해 주시기 바랍니다.",리포팅,요금청구,"청구서,청구,요금청구,미납,납부,요금안내,청구서안내,납부안내",IBWINGO3940_1642753675443,요금 청구 안내
"
#{발신 스페이스} 요금 미납으로 서비스 사용 정지되었습니다.

미납 전액 납부하셔야 정지 해제되므로 빠른 납부 바랍니다.
▶미납금액: #{미납금액}

자세한 내용은 아래 ""자세히보기"" 버튼을 클릭해 주세요.",리포팅,요금청구,"미납,납부,청구서,청구,요금,서비스정지,서비스,청구안내,요금납부안내,납부안내,요금안내",IBWINGO3940_1642753708772,미납 요금 청구 안내
"
#{수신자명}님, 신청하신 정산의 지급이 완료되었습니다.

▶정산 신청 금액: #{정산 신청 금액}
▶정산 신청일: #{정산 신청일}

정산 지급 금액을 확인하시려면 아래 ""금액 확인하기"" 버튼을 클릭해 주세요.",리포팅,요금청구,"납부,정산,지급,요금,정산안내,요금안내",IBWINGO3940_1642983118032,정산 완료 안내
"
안녕하세요, #{발신스페이스}입니다.

#{수신자명}님께서 신청해 주신 #{발신 스페이스}의 소식을 담은 책장이 발행되어 안내드립니다.

아래 버튼을 클릭하여 책자를 확인해 주세요!

※ 해당 메시지는 고객님의 신청에 의해 발송됩니다.",리포팅,뉴스레터,"알림,정기서비스,뉴스레터,책자,발간,발행,도서,출판",IBWINGO3940_1642983164239,책자 발행 알림
"
안녕하세요 #{수신자명}님,
고객님이 주문하신 상품의 입금 요청드립니다

▶ 주문번호 : #{주문번호}
▶ 상품명 : #{상품명}
▶ 결제금액 : #{결제금액}원

이용해주셔서 감사합니다.",리포팅,요금청구,"입금,입금요청,주문,주문안내,주문내역",IBWINGO202_1638780457050,입금 요청 안내
"
안녕하세요 #{수신자명}님, 
요청하신 견적서 메일로 보내드렸습니다.
확인부탁드립니다.

※ 다시 상담을 원하시거나, 추가 문의 사항이 있으시면 보내드린 견적서를 기반으로 실측을 원하시면 고객센터로 연락 바랍니다.

고객센터 : #{고객센터}",리포팅,계약/견적,"견적서,견적서도착,견적서알림,서류,서류알림",IBWINGO202_1638780495717,견적서 도착 알림
"[#{서비스} 결과 확인 안내]

안녕하세요 #{수신자명}님, 
#{서비스} 결과가 홈페이지에 발표되었습니다.
하단 ""결과보기"" 클릭하시어 확인 부탁드립니다.

▶ 전화 문의: #{전화 문의}",리포팅,계약/견적,"결과,결과도착,결과확인,결과안내",IBWINGO202_1638780542304,결과 확인 안내
"
안녕하세요 #{수신자명}님, 
고객님과 계약이 완료되었습니다.

#{발신 스페이스}와 항상 함께 해주셔서 고맙습니다.",리포팅,계약/견적,"계약,계약완료,계약알림,계약안내",IBWINGO202_1638780586661,계약 완료 안내
"
안녕하세요 #{수신자명}님, 
고객님의 청구서가 도착하였으니, 아래 버튼을 눌러 확인해주시기 바랍니다.",리포팅,요금청구,"청구서,청구서알림,도착알림,청구서안내",IBWINGO202_1638780655933,청구서 도착 알림
"
안녕하세요 #{수신자명}님, 
#{방송}이 #{시간}에 진행됩니다.
아래의 링크를 통해 방송을 시청해 주세요.",리포팅,뉴스레터,"방송,방송안내,라이브,방송알림",IBWINGO202_1638780818220,방송 알림
"
안녕하세요 #{수신자명}님,
코로나19 감염 예방을 위하여 내원 중에는 반드시 마스크를 착용해주시기 바랍니다.

감사합니다.",리포팅,안전/피해예방,"코로나,코로나안내,코로나19,예방,마스크",IBWINGO202_1638780847060,코로나 안내
"
안녕하세요 #{수신자명} 님,
작성하신 제안서가 성공적으로 도착하였습니다.

▶ 제안서 : #{제안서}

* 해당 제안서 도착 메시지는 고객님의 알림 신청에 의해 발송됩니다.",리포팅,계약/견적,"제안서,제안서도착,제안서알림,제안서안내",IBWINGO202_1638939108403,제안서 도착 알림
"
안녕하세요 #{수신자명} 님,
#{수신자명}님이 작성하신 제안서가 채택되었습니다. 
연락 부탁드리겠습니다.
감사합니다.

▶ 제안서 : #{제안서}",리포팅,계약/견적,"제안서,제안서채택,제안서알림,제안서안내,제안서선택",IBWINGO202_1638781786178,제안서 채택 알림
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}을 이용해주셔서 감사합니다.
회원님께서 신청하신 #{이벤트명} 이벤트의 응모가 완료되었습니다.

자세한 내용은 아래 버튼을 클릭해 주세요.",리포팅,피드백,"응모,응모권,응모완료,이벤트,응모안내",IBWINGO202_1638782384529,응모완료안내
"
#{수신자명} 고객님, 축하드립니다!
고객님이 응모하신 #{이벤트} 에 당첨되셨습니다.

자세한 내용은 아래 버튼을 클릭해 주세요.",리포팅,피드백,"응모,당첨,응모권,당첨알림,응모당첨",IBWINGO202_1638782420182,응모 당첨 안내
"
안녕하세요 #{수신자명}님,
항상 #{발신 스페이스}을 이용해주셔서 감사드리며, 고객님의 소중한 금융자산을 보호하기 위해 보이스피싱 피해 및 금융사고 예방관련 유의사항을 안내 드리오니 각별히 주의하시기 바랍니다.


■ 최근 자녀 사칭 또는 재난지원금 지급 및 백신접종 등을 빙자하여 신분증, 카드번호, 온라인 결제 등을 요구하거나, 당사를 사칭하여 고수익을 보장하는 신종 보이스피싱(금융사기)이 증가하고 있어 각별한 주의가 필요합니다. 

■ 금융사고 피해예방을 위하여 신분증, 신용카드, 통장, 비밀번호, OTP(보안카드)번호, 인증서 등은  절대 휴대폰 등 온라인을 통해 절대 제공하여서는 안되며, 고객님께서 직접 안전하게 관리하여 주시기 바랍니다.


[사기 피해예방을 위한 행동요령]

1. 카톡, 문자로 신분증 사본, 계좌번호, 신용카드번호 요구시 가족포함 절대 제공 금지
2. 카톡, 문자 등을 통해 금전을 요구하면 가족포함 무조건 이체 금지
3. 출처가 불분명한(가족,지인 포함) 스마트폰 원격조정 앱 설치요구 시 무조건 거절
※ 피해발생 시 경찰(☎112, 182) 및 금융감독원(☎1332) 즉시 신고
※ 본 안내는 보이스피싱 피해 및 금융사고 예방을 위하여 수신동의 여부와 관계없이 고객님께 안내드리는 내용입니다.",리포팅,안전/피해예방,"보이스피싱,피해,예방,안전,피해예방",IBWINGO202_1638782564331,보이스피싱 피해예방 안내
"
안녕하세요 #{수신자명}님,
#{수업명} 수업 후기가 등록되었습니다.
회원님의 후기를 확인하시고 답글을 달아주세요.",리포팅,피드백,"후기,후기등록,피드백,피드백요청,리포팅",IBWINGO202_1638782606467,후기 등록 완료
"
안녕하세요 #{수신자명}님,
거래가 완료 되었습니다.

자세한 내역은 아래 버튼을 클릭하여 확인해주세요.",리포팅,거래알림,"거래,거래완료,거래알림,리포팅,거래안내",IBWINGO202_1638782649515,거래완료알림
"
안녕하세요 #{수신자명}님, 
카드 이용건이 자녀나 지인에게
카카오톡 등 메신저로 부탁받은 것이라면, 
즉시 고객보호센터(#{전화번호})로 
연락해 주시기 바랍니다.

최근 지인을 사칭해 메신저로 접근하여
카드 결제를 유도하는 메신저피싱 피해 사례가
증가하고 있으니, 반드시 전화 통화로 
자녀 또는 지인이 맞는지 확인하셔야 합니다.",리포팅,안전/피해예방,"안전,피해예방,메신저,피싱,보이스피싱",IBWINGO202_1638782739802,메신저피싱 피해 예방 안내
"
안녕하세요 #{수신자명} 고객님,
#{행사명} 행사에 참여해주셔서 감사합니다.

▶ 성함 : #{성함}
▶ 날짜 : #{날짜}
▶ 장소 : #{장소}

날짜와 장소를 확인해주세요.

※ 해당 메시지는 고객님의 알림 신청에 의해 발송되는 일회성 메시지입니다.",기타,기타,"행사,이벤트,고객안내,공지,알림,참여,일정안내,장소안내",IBWINGO3940_1656221993271,행사 안내
"
안녕하세요 #{수신자명} 고객님,

바쁘신 중에도 전화 상담 만족도 설문에 의견을 주셔서 감사드립니다.

▶ 설문 내용 : #{설문 내용}
▶ 설문일 : #{설문일}

불편 드린 점은 빠른 시일 내에 개선하고 만족스러운 서비스를 제공하겠습니다.

감사합니다.",기타,기타,"만족도,설문,설문조사,고객만족도,감사인사,전화상담,상담만족도,만족도조사,리뷰,후기",IBWINGO3940_1656222018112,상담 만족도 참여 감사
"
안녕하세요 #{수신자명}님,
#{서류명} 서류가 아직 제출되지 않았습니다.

▶ 서류 제출 기한일 : #{제출기한일}

#{서류명} 서류는 #{제출기한일} 이내로 제출되어야 합니다. 기한 이내 제출되지 않을 경우 추가 신청이 불가합니다.

감사합니다.",기타,기타,"서류,제출서류,서류안내,제출안내,신청",IBWINGO3940_1656221823350,제출서류 안내
"
안녕하세요 #{수신자명}님,
출입을 위한 정보 전달드립니다.

▶ 아이디 : #{아이디}
▶ QR코드 : #{QR코드}
▶ 유효기간 : #{유효기간}
▶ 공지사항 : #{공지사항}

※ 입실하시려면 QR 코드를 인식해주세요.
※ 유효기간 내에 사용해주세요.",기타,기타,"출입,입장,출입안내,인증번호,비밀번호",IBWINGO3940_1656221857743,출입 알림
"
안녕하세요 #{수신자명}님, 
상품을 주문하는 과정에서 차액이 발생하여 결제 금액이 변동되었음을 안내해 드립니다.

▶ 상품명 : #{상품명}
▶ 변동 후 결제금액 : #{변동 후 결제금액}
▶ 차액 : #{차액}

고객님이 요청하신 결제일에 변동 후 금액이 결제됩니다. 기타 문의가 있는 경우 고객센터 또는 홈페이지에 문의해주세요.",기타,기타,"결제,결제금액,결제금액변동,금액수정,금액안내",IBWINGO3940_1656221892031,결제금액 변동 안내
"
안녕하세요 #{수신자명} 회원님,
신청하신 수강권이 지급 완료되었습니다.

수강권을 등록하시고, 주의 사항 확인 부탁드립니다.

▶ 수강권 : #{수강권}
▶ 수강권 등록 방법 : #{수강권 등록 방법}
▶ 주의 사항 : #{주의 사항}

자세한 내용은 홈페이지에서 확인해주세요.",기타,기타,"수업,수강권,강의,학원,사용등록",IBWINGO3940_1656221929854,수강권 사용 등록 완료 안내
"
안녕하세요.
알림 신청하신 #{상품명} 상품의 재고가 다시 채워져 안내해 드립니다.

▶ 상품명 : #{상품명}
▶ 신청자 : #{신청자}

해당 상품의 자세한 내용은 홈페이지에서 확인해주세요.

감사합니다.",기타,기타,"재고,입고,재입고,구매,상품,상품구매",IBWINGO3940_1656221967071,재고 안내
"
안녕하세요 #{수신자명}님,
고객님의 #{이용서비스} 가
미납으로 확인되어 연락 드립니다. 

아직 수납하지 못하셨다면
#{수납처} 로 빠른 수납 부탁드리겠습니다.

▶ 관련문의 : #{관련문의}

감사합니다.",기타,기타,"미납,미납안내,수납,리마인드,미수금",IBWINGO3940_1656053723228,미납안내
"
#{발신 스페이스}에서 제공하는
#{서비스} 사용등록이 완료되었습니다.

카톡 채팅에 참여하시고 수업에 필요한 안내를 받으세요.

자세한 내용은 아래 ""수강권 확인하기"" 버튼을 눌러주세요.",기타,기타,"수업,수강권,강의,학원,사용등록",IBWINGO3940_1642751680158,수강권 사용 등록 완료 안내
"
안녕하세요.
알림 신청하신 #{상품명} 상품 구매 가능하여 연락드렸습니다

▶상품명 : #{상품명}
▶상품 금액 : #{상품 금액}

구매 원하실 경우 아래 ""자세히보기"" 버튼을 클릭해주세요.

감사합니다.",기타,기타,"재고,입고,재입고,구매,상품,상품구매",IBWINGO3940_1643015665482,재고 안내
"
안녕하세요 #{수신자명} 고객님,
참여 신청하신 행사 입장 안내드립니다.

▶일정: #{일정}
▶장소: #{장소}

※ 해당 메시지는 고객님의 알림 신청에 의해 발송되는 일회성 메시지입니다.",기타,기타,"행사,이벤트,고객안내,공지,알림,참여,일정안내,장소안내",IBWINGO3940_1642751733148,행사 안내
"
#{수신자명}님,
신청하신 정산 내용을 확인해 주세요.

▶정산 신청 금액: #{정산 신청 금액} 원
▶정산 신청일: #{정산 신청일}

감사합니다.",기타,기타,"정산,요금,납부,정산신청,정산안내,신청,신청안내,요금안내",IBWINGO3940_1642751850875,정산 신청 완료
